Date,Close,High,Low,Open,Volume
2020-01-02,72.53851318359375,72.59889150198023,71.29230380764884,71.54588979671196,135480400
2020-01-03,71.83328247070312,72.59404771603535,71.6086769224392,71.76565905712691,146322800
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-07,72.06512451171875,72.67131760851336,71.84534662373112,72.41531421599979,108872000
2020-01-08,73.22441101074219,73.52630260685811,71.76808624589498,71.76808624589498,132079200
2020-01-09,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-10,74.94880676269531,75.51395427727236,74.446462424671,75.01402005997716,140644800
2020-01-13,76.55003356933594,76.5766038580251,75.14684225138329,75.2651887494365,121532000
2020-01-14,75.51637268066406,76.69737618985954,75.39320591637785,76.48726080979424,161954400
2020-01-15,75.1927261352539,76.197422029665,74.76041540138982,75.3159002377914,121923600
2020-01-16,76.13463592529297,76.24573732895618,75.37387064834499,75.73614052978684,108829200
2020-01-17,76.9775161743164,76.97992629479913,76.07666915290817,76.3833883085302,137816400
2020-01-21,76.45585632324219,77.04755940221253,76.31819199284013,76.60559336877427,110843200
2020-01-22,76.728759765625,77.2818197819215,76.63456606365708,76.94128522699003,101832400
2020-01-23,77.09828186035156,77.17797799443389,76.23366024847726,76.78190007438859,104472000
2020-01-24,76.8760757446289,78.08846950735138,76.6852782289865,77.34461200102739,146537600
2020-01-27,74.61553955078125,75.29660147871274,73.63257861706,74.88361578521364,161940000
2020-01-28,76.72637176513672,76.89784416878103,75.39804842645664,75.49706977797013,162234000
2020-01-29,78.33241271972656,79.1801266517597,77.61753550777614,78.35898301190313,216229200
2020-01-30,78.21891021728516,78.27204343737134,76.98236331753509,77.41467418230894,126743200
2020-01-31,74.75078582763672,77.9315119457232,74.456139298992,77.50886365949354,199588400
2020-02-03,74.54548645019531,75.71199229580401,72.99014040911702,73.49248476536589,173788400
2020-02-04,77.00650787353516,77.19730542119127,75.74580830506335,76.151548831137,136616400
2020-02-05,77.63446044921875,78.43386895689102,77.03067714309759,78.13438742518179,118826800
2020-02-06,78.54253387451172,78.544951365906,77.34704752803583,77.90494263047137,105425600
2020-02-07,77.47493743896484,78.29076771071938,76.9835021703116,78.04141892687844,117684000
2020-02-10,77.84291076660156,77.84291076660156,75.97884915779663,76.05873445176091,109348800
2020-02-11,77.37324523925781,78.41179815824636,77.15536891605744,78.33917517981024,94323200
2020-02-12,79.21070098876953,79.21554005883662,77.82354276759801,77.82354276759801,113730400
2020-02-13,78.64664459228516,78.97346286364416,78.27867575078193,78.48202753592008,94747600
2020-02-14,78.6659927368164,78.91534147799902,78.15760972810558,78.61514926442095,80113600
2020-02-18,77.22557830810547,77.40714314738784,76.16281523598434,76.34438007526671,152531200
2020-02-19,78.34403228759766,78.57401741875222,77.46768033586122,77.46768033586122,93984000
2020-02-20,77.54029846191406,78.59337615293093,77.03433859303921,78.10436411115981,100566000
2020-02-21,75.78516387939453,77.57660960627356,75.1678463572217,77.13358724414647,129554000
2020-02-24,72.18534088134766,73.63785968182607,70.01867143670297,71.96262546916086,222195200
2020-02-25,69.7402572631836,73.23840922009403,69.26819314550896,72.8559159017165,230673600
2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600
2020-02-28,66.17674255371094,67.39928345046577,62.06369649730183,62.279156964871476,426510000
2020-03-02,72.33783721923828,72.97452563881295,67.23223588558308,68.33614928810904,341397200
2020-03-03,70.04045867919922,73.59428625555064,69.18830958377835,73.51440097180128,319475600
2020-03-04,73.28926086425781,73.44903883256075,70.962813265488,71.76411894811032,219178400
2020-03-05,70.9119644165039,72.51699133415363,70.54641152199336,71.54138326049582,187572800
2020-03-06,69.97025299072266,70.403589845972,68.08198145661343,68.26838538116881,226176800
2020-03-09,64.43614959716797,67.32181576257562,63.66873234822989,63.850297174318,286744800
2020-03-10,69.07695770263672,69.34325431741347,65.21083618798149,67.09185293080515,285290000
2020-03-11,66.67787170410156,68.0795543718944,65.81362127140751,67.15236648355659,255598800
2020-03-12,60.09312438964844,65.36334796143669,60.037445534949256,61.959612728994784,418474000
2020-03-13,67.29277801513672,67.76484959839499,61.23577335258076,64.12629016039305,370732000
2020-03-16,58.63576889038086,62.719762997738265,58.10075613562878,58.572824040441446,322423600
2020-03-17,61.21397018432617,62.363876945469265,57.7133990472889,59.91880640470083,324056000
2020-03-18,59.7154655456543,60.52161388588787,57.40353915642415,58.04507047998226,300233600
2020-03-19,59.2579231262207,61.209139394324836,58.73259595357314,59.88976893183757,271857200
2020-03-20,55.495914459228516,60.96464798898429,55.195725848477245,59.83894346912735,401693200
2020-03-23,54.31693649291992,55.31675472983707,51.470001124172114,55.215078862447456,336752800
2020-03-24,59.766319274902344,59.96240875862455,56.720870510144906,57.219568133919154,287531200
2020-03-25,59.437076568603516,62.51883657841549,59.14173075275606,60.703187887851634,303602000
2020-03-26,62.5648307800293,62.62292917138006,59.64042564443605,59.67916036796759,252087200
2020-03-27,59.9744987487793,61.94265908510833,59.80745850642363,61.18735053944383,204216800
2020-03-30,61.68605041503906,61.85793342734731,60.376361777058186,60.700760441559225,167976400
2020-03-31,61.56016159057617,63.545269736802034,61.00578524680458,61.877297942194495,197002000
2020-04-01,58.32105255126953,60.211747296676954,57.890138928877285,59.67431503612997,176218400
2020-04-02,59.29423141479492,59.34749072840286,57.350277549943364,58.18305551478086,165934000
2020-04-03,58.44209671020508,59.48064606073332,57.851405121245946,58.77859676208636,129880000
2020-04-06,63.54043960571289,63.69537111341419,60.37152842394567,60.73949721914278,201820400
2020-04-07,62.804473876953125,65.77487877567722,62.70037849655841,65.55699510224918,202887200
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200
2020-04-09,64.87672424316406,65.38026803239606,64.0802654013268,65.0486108859686,161834800
2020-04-13,66.15013122558594,66.25907309767462,64.35384627795469,64.95422341312944,131022800
2020-04-14,69.49089813232422,69.78140476734453,67.31212053334382,67.78419196827916,194994800
2020-04-15,68.85665130615234,69.31661411100032,67.93672569645638,68.365216078865,131154400
2020-04-16,69.40377044677734,69.76932337939922,68.35311605698439,69.57081070155868,157125200
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000
2020-04-20,67.04098510742188,68.19089550962622,67.02162144605663,67.28791796414524,130015200
2020-04-21,64.96873474121094,67.11846344497374,64.25700003826536,66.8836393098129,180991600
2020-04-22,66.84008026123047,67.27583298086698,65.89594444342251,66.23727988733161,116862400
2020-04-23,66.58103942871094,68.20786075083029,66.54230470819708,66.7843911704893,124814400
2020-04-24,68.50321197509766,68.51289750296907,67.05795538482593,67.10637563628991,126161200
2020-04-27,68.5516357421875,68.88329305683456,67.77211693615625,68.21997103964695,117087600
2020-04-28,67.44044494628906,69.19557183776718,67.3484582943587,69.01400698692461,112004800
